Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Gene Name or Symbol	
PF3D7_0922300	PF3D7_0922300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:905,998..908,357(+)	conserved protein, unknown function	protein coding	PF3D7_0922300	N/A	
PF3D7_0922400	PF3D7_0922400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:908,724..912,061(+)	para-aminobenzoic acid synthetase	protein coding	PF3D7_0922400	pBAS	
PF3D7_0922500	PF3D7_0922500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:913,230..914,480(+)	phosphoglycerate kinase	protein coding	PF3D7_0922500	PGK	
PF3D7_0922600	PF3D7_0922600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:916,603..918,674(+)	glutamine synthetase, putative	protein coding	PF3D7_0922600	N/A	
PF3D7_0922700	PF3D7_0922700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:919,109..921,302(-)	pre-mRNA-splicing factor 18, putative	protein coding	PF3D7_0922700	PRP18	
PF3D7_0922800	PF3D7_0922800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:922,292..935,372(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0922800	N/A	
PF3D7_0922900	PF3D7_0922900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:936,868..938,345(-)	3-oxoacyl-[acyl-carrier-protein] reductase	protein coding	PF3D7_0922900	FabG	
PF3D7_0923000	PF3D7_0923000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:939,580..940,587(-)	DNA-directed RNA polymerase II subunit RPB3, putative	protein coding	PF3D7_0923000	RPB3	
PF3D7_0923100	PF3D7_0923100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:941,830..942,498(-)	OTU domain-containing protein, putative	protein coding	PF3D7_0923100	N/A	
PF3D7_0923200	PF3D7_0923200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:944,126..946,468(+)	nitric oxide synthase, putative	protein coding	PF3D7_0923200	NOS	
PF3D7_0923300	PF3D7_0923300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:947,033..949,498(+)	perforin-like protein 3	protein coding	PF3D7_0923300	PLP3	
PF3D7_0923400	PF3D7_0923400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:950,408..953,722(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0923400	N/A	
PF3D7_0923500	PF3D7_0923500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:956,605..957,835(+)	cyclin-dependent kinases regulatory subunit, putative	protein coding	PF3D7_0923500	N/A	
PF3D7_0923600	PF3D7_0923600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:958,763..959,917(+)	lipoate-protein ligase 2	protein coding	PF3D7_0923600	LipL2	
PF3D7_0923700	PF3D7_0923700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:960,181..961,390(-)	conserved protein, unknown function	protein coding	PF3D7_0923700	N/A	
PF3D7_0923800	PF3D7_0923800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:961,933..963,786(-)	thioredoxin reductase	protein coding	PF3D7_0923800.2, PF3D7_0923800.1	TRXR	
PF3D7_0923800	PF3D7_0923800.2	Plasmodium falciparum 3D7	Pf3D7_09_v3:961,933..963,786(-)	thioredoxin reductase	protein coding	PF3D7_0923800.1, PF3D7_0923800.2	TRXR	
PF3D7_0923900	PF3D7_0923900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:966,795..968,069(-)	polyadenylate-binding protein 2, putative	protein coding	PF3D7_0923900	PABP2	
PF3D7_0924000	PF3D7_0924000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:972,548..976,637(+)	patatin-like phospholipase, putative	protein coding	PF3D7_0924000	N/A	
PF3D7_0924100	PF3D7_0924100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:977,869..979,965(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0924100	N/A	
PF3D7_0924200	PF3D7_0924200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:981,152..984,334(+)	heptatricopeptide repeat-containing protein, putative	protein coding	PF3D7_0924200	N/A	
PF3D7_0924300	PF3D7_0924300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:984,815..986,017(-)	thiamine pyrophosphokinase	protein coding	PF3D7_0924300	TPK	
PF3D7_0924400	PF3D7_0924400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:988,977..992,915(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0924400	N/A	
PF3D7_0924500	PF3D7_0924500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:993,245..997,675(-)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_0924500	N/A	
PF3D7_0924600	PF3D7_0924600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:999,463..1,005,845(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0924600	N/A	
PF3D7_0924700	PF3D7_0924700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,006,773..1,008,542(+)	splicing factor 3A subunit 3, putative	protein coding	PF3D7_0924700	SF3A3	
PF3D7_0924800	PF3D7_0924800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,009,063..1,009,755(+)	telomeric repeat binding factor 1, putative	protein coding	PF3D7_0924800	TRF1	
PF3D7_0924900	PF3D7_0924900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,010,380..1,011,822(+)	alpha-tubulin N-acetyltransferase, putative	protein coding	PF3D7_0924900	ATAT	
PF3D7_0925000	PF3D7_0925000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,012,118..1,013,863(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0925000	N/A	
PF3D7_0925100	PF3D7_0925100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,014,478..1,015,518(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0925100	N/A	
PF3D7_0925200	PF3D7_0925200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,017,435..1,018,918(+)	ribosomal RNA-processing protein 8, putative	protein coding	PF3D7_0925200	RRP8	
PF3D7_0925300	PF3D7_0925300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,019,164..1,020,903(-)	proline--tRNA ligase, putative	protein coding	PF3D7_0925300	aPRS	
PF3D7_0925400	PF3D7_0925400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,021,858..1,023,620(-)	protein phosphatase-beta	protein coding	PF3D7_0925400	N/A	
PF3D7_0925500	PF3D7_0925500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,025,493..1,026,353(+)	thioredoxin-like protein 2	protein coding	PF3D7_0925500	TLP2	
PF3D7_0925600	PF3D7_0925600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,027,094..1,027,704(+)	zinc binding protein (Yippee), putative	protein coding	PF3D7_0925600	N/A	
PF3D7_0925700	PF3D7_0925700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,028,661..1,030,010(-)	histone deacetylase 1	protein coding	PF3D7_0925700	HDAC1	
PF3D7_0925800	PF3D7_0925800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,033,315..1,038,579(+)	regulator of nonsense transcripts 2, putative	protein coding	PF3D7_0925800	UPF2	
PF3D7_0925900	PF3D7_0925900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,040,713..1,041,516(+)	parasitophorous vacuolar protein 5, putative	protein coding	PF3D7_0925900	PV5	
PF3D7_0926000	PF3D7_0926000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,043,542..1,047,794(+)	protein kinase, putative	protein coding	PF3D7_0926000	N/A	
PF3D7_0926100	PF3D7_0926100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,048,280..1,057,816(-)	protein kinase, putative	protein coding	PF3D7_0926100	N/A	
PF3D7_0926200	PF3D7_0926200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,063,053..1,063,208(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0926200	N/A	
PF3D7_0926300	PF3D7_0926300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,064,752..1,070,317(+)	protein kinase, putative	protein coding	PF3D7_0926300	N/A	
PF3D7_0926400	PF3D7_0926400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,070,965..1,072,955(-)	monocarboxylate transporter, putative	protein coding	PF3D7_0926400	N/A	
PF3D7_0926500	PF3D7_0926500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,075,915..1,081,683(-)	tetratricopeptide repeat protein, putative	protein coding	PF3D7_0926500	N/A	
PF3D7_0926600	PF3D7_0926600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,084,696..1,089,093(+)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_0926600	N/A	
PF3D7_0926700	PF3D7_0926700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,089,911..1,092,430(+)	glutamine-dependent NAD(+) synthetase, putative	protein coding	PF3D7_0926700	NADSYN	
PF3D7_0926800	PF3D7_0926800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,092,844..1,096,521(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0926800	N/A	
PF3D7_0926900	PF3D7_0926900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,097,324..1,098,240(-)	replication termination factor, putative	protein coding	PF3D7_0926900	N/A	
PF3D7_0927000	PF3D7_0927000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,099,075..1,099,750(+)	HSP90 co-chaperone p23	protein coding	PF3D7_0927000	P23	
PF3D7_0927100	PF3D7_0927100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,100,253..1,100,831(-)	conserved protein, unknown function	protein coding	PF3D7_0927100	N/A	
PF3D7_0927200	PF3D7_0927200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,107,143..1,112,656(+)	zinc finger protein, putative	protein coding	PF3D7_0927200	N/A	
PF3D7_0927300	PF3D7_0927300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,113,958..1,116,003(+)	fumarate hydratase	protein coding	PF3D7_0927300	FH	
PF3D7_0927400	PF3D7_0927400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,116,416..1,119,775(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0927400	N/A	
PF3D7_0927500	PF3D7_0927500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,120,100..1,121,331(-)	dynein light chain, putative	protein coding	PF3D7_0927500	N/A	
PF3D7_0927600	PF3D7_0927600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,123,861..1,125,858(+)	RNA-binding protein, putative	protein coding	PF3D7_0927600	N/A	
PF3D7_0927700	PF3D7_0927700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,126,990..1,127,928(-)	serine/threonine protein phosphatase 4, putative	protein coding	PF3D7_0927700	PPP4	
PF3D7_0927800	PF3D7_0927800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,128,871..1,129,940(+)	cytochrome c oxidase subunit 5B, putative	protein coding	PF3D7_0927800	COX5B	
PF3D7_0927900	PF3D7_0927900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,131,074..1,132,135(-)	phosphatidylserine decarboxylase	protein coding	PF3D7_0927900	PSD	
PF3D7_0928000	PF3D7_0928000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,135,545..1,136,391(+)	cytochrome c oxidase subunit 6B, putative	protein coding	PF3D7_0928000.1, PF3D7_0928000.2	COX6B	
PF3D7_0928000	PF3D7_0928000.2	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,135,545..1,136,391(+)	cytochrome c oxidase subunit 6B, putative	protein coding	PF3D7_0928000.1, PF3D7_0928000.2	COX6B	
PF3D7_0928100	PF3D7_0928100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,136,966..1,138,183(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0928100	N/A	
PF3D7_0928200	PF3D7_0928200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,139,940..1,142,387(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0928200	N/A	
PF3D7_0928300	PF3D7_0928300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,143,184..1,144,479(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0928300	N/A	
PF3D7_0928400	PF3D7_0928400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,145,364..1,146,038(+)	conserved protein, unknown function	protein coding	PF3D7_0928400	N/A	
PF3D7_0928500	PF3D7_0928500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,146,239..1,147,197(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0928500	N/A	
PF3D7_0928600	PF3D7_0928600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,148,161..1,148,502(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0928600	N/A	
PF3D7_0928700	PF3D7_0928700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,150,648..1,155,153(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0928700	N/A	
PF3D7_0928800	PF3D7_0928800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,156,247..1,158,709(+)	serine/threonine protein kinase, putative	protein coding	PF3D7_0928800	N/A	
PF3D7_0928900	PF3D7_0928900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,159,876..1,160,475(+)	guanylate kinase	protein coding	PF3D7_0928900	GK	
PF3D7_0929000	PF3D7_0929000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,161,080..1,162,539(+)	transcription initiation factor TFIID subunit 7, putative	protein coding	PF3D7_0929000	TAF7	
PF3D7_0929100	PF3D7_0929100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,163,570..1,165,475(+)	conserved protein, unknown function	protein coding	PF3D7_0929100	N/A	
PF3D7_0929200	PF3D7_0929200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,167,842..1,169,577(+)	RNA-binding protein, putative	protein coding	PF3D7_0929200	N/A	
PF3D7_0929300	PF3D7_0929300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,171,339..1,173,483(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0929300	N/A	
PF3D7_0929400	PF3D7_0929400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,175,203..1,180,762(+)	high molecular weight rhoptry protein 2	protein coding	PF3D7_0929400	RhopH2	
PF3D7_0929500	PF3D7_0929500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,180,983..1,181,996(-)	CH domain-containing protein, putative	protein coding	PF3D7_0929500	N/A	
PF3D7_0929600	PF3D7_0929600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,182,687..1,183,695(-)	G2 protein, putative	protein coding	PF3D7_0929600	N/A	
PF3D7_0929700	PF3D7_0929700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,185,107..1,186,159(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0929700	N/A	
PF3D7_0929800	PF3D7_0929800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,186,606..1,186,902(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0929800	N/A	
PF3D7_0929900	PF3D7_0929900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,187,663..1,188,850(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0929900	N/A	
PF3D7_0930000	PF3D7_0930000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,189,646..1,191,322(+)	procollagen lysine 5-dioxygenase, putative	protein coding	PF3D7_0930000	N/A	
PF3D7_0930100	PF3D7_0930100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,191,787..1,195,239(-)	heptatricopeptide repeat-containing protein, putative	protein coding	PF3D7_0930100	N/A	
PF3D7_0930200	PF3D7_0930200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,195,693..1,198,462(-)	leucine-rich repeat protein	protein coding	PF3D7_0930200	LRR8	
PF3D7_0930300	PF3D7_0930300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,201,812..1,206,974(+)	merozoite surface protein 1	protein coding	PF3D7_0930300	MSP1	
PF3D7_0930400	PF3D7_0930400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,207,974..1,211,703(+)	zinc finger protein, putative	protein coding	PF3D7_0930400.1, PF3D7_0930400.2	N/A	
PF3D7_0930400	PF3D7_0930400.2	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,207,974..1,211,703(+)	zinc finger protein, putative	protein coding	PF3D7_0930400.1, PF3D7_0930400.2	N/A	
PF3D7_0930500	PF3D7_0930500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,212,169..1,216,500(-)	diacylglycerol kinase, putative	protein coding	PF3D7_0930500	DGK1	
PF3D7_0930600	PF3D7_0930600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,218,393..1,221,000(-)	peptidyl-prolyl cis-trans isomerase	protein coding	PF3D7_0930600	CYP72	
PF3D7_0930700	PF3D7_0930700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,221,987..1,223,606(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0930700	N/A	
PF3D7_0930800	PF3D7_0930800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,225,556..1,239,575(+)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_0930800	N/A	
PF3D7_0930900	PF3D7_0930900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,247,268..1,247,940(-)	NifU-like protein, putative	protein coding	PF3D7_0930900	NFU1	
PF3D7_0931000	PF3D7_0931000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,248,866..1,251,601(-)	elongation factor Tu, putative	protein coding	PF3D7_0931000	N/A	
PF3D7_0931100	PF3D7_0931100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,254,815..1,257,292(+)	nucleolar protein Nop52, putative	protein coding	PF3D7_0931100	N/A	
PF3D7_0931200	PF3D7_0931200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,258,549..1,259,451(+)	selenoprotein	protein coding	PF3D7_0931200	Sel2	
PF3D7_0931300	PF3D7_0931300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,261,027..1,261,944(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0931300	N/A	
PF3D7_0931400	PF3D7_0931400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,263,347..1,264,830(+)	PUB domain-containing protein, putative	protein coding	PF3D7_0931400	N/A	
PF3D7_0931500	PF3D7_0931500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,264,999..1,266,015(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0931500	N/A	
PF3D7_0931600	PF3D7_0931600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,268,277..1,269,415(+)	conserved protein, unknown function	protein coding	PF3D7_0931600	N/A	
PF3D7_0931700	PF3D7_0931700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,270,155..1,272,656(+)	PIH1 domain-containing protein, putative	protein coding	PF3D7_0931700	N/A	
PF3D7_0931800	PF3D7_0931800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,273,082..1,273,930(-)	proteasome subunit beta type-6, putative	protein coding	PF3D7_0931800	N/A	
PF3D7_0931900	PF3D7_0931900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,275,268..1,276,484(-)	adenylate kinase-like protein 2	protein coding	PF3D7_0931900	AKLP2	
PF3D7_0932000	PF3D7_0932000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,278,007..1,278,896(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0932000	N/A	
PF3D7_0932100	PF3D7_0932100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,279,219..1,283,879(-)	protein MAM3, putative	protein coding	PF3D7_0932100	N/A	
PF3D7_0932200	PF3D7_0932200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,287,008..1,288,372(+)	profilin	protein coding	PF3D7_0932200	PFN	
PF3D7_0932300	PF3D7_0932300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,289,315..1,291,027(-)	M18 aspartyl aminopeptidase	protein coding	PF3D7_0932300	M18AAP	
PF3D7_0932400	PF3D7_0932400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,292,117..1,293,643(-)	peptide chain release factor 1	protein coding	PF3D7_0932400	RF1	
PF3D7_0932500	PF3D7_0932500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,293,832..1,296,644(-)	palmitoyltransferase DHHC6, putative	protein coding	PF3D7_0932500	DHHC6	
PF3D7_0932600	PF3D7_0932600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,297,285..1,298,239(-)	apicoplast ribosomal protein S6, putative	protein coding	PF3D7_0932600	RPS6	
PF3D7_0932700	PF3D7_0932700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,298,865..1,302,575(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0932700	N/A	
PF3D7_0932800	PF3D7_0932800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,303,390..1,307,789(-)	importin alpha re-exporter, putative	protein coding	PF3D7_0932800	CSE1	
PF3D7_0932900	PF3D7_0932900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,309,467..1,309,943(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0932900	N/A	
PF3D7_0933000	PF3D7_0933000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,311,440..1,313,725(+)	CSTF domain-containing protein, putative	protein coding	PF3D7_0933000	N/A	
PF3D7_0933100	PF3D7_0933100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,314,552..1,317,597(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0933100	N/A	
PF3D7_0933200	PF3D7_0933200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,317,827..1,319,468(-)	calcyclin-binding protein, putative	protein coding	PF3D7_0933200	N/A	
PF3D7_0933300	PF3D7_0933300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,320,345..1,323,293(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0933300	N/A	
PF3D7_0933400	PF3D7_0933400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,323,893..1,324,699(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0933400	N/A	
PF3D7_0933500	PF3D7_0933500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,325,248..1,329,786(-)	gamma-tubulin complex component, putative	protein coding	PF3D7_0933500	N/A	
PF3D7_0933600	PF3D7_0933600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,331,349..1,332,803(-)	mitochondrial-processing peptidase subunit beta, putative	protein coding	PF3D7_0933600	MAS1	
PF3D7_0933700	PF3D7_0933700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,334,115..1,334,794(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0933700	N/A	
PF3D7_0933800	PF3D7_0933800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,335,740..1,337,947(+)	tubulin delta chain, putative	protein coding	PF3D7_0933800	N/A	
PF3D7_0933900	PF3D7_0933900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,338,175..1,339,295(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0933900	N/A	
PF3D7_0934000	PF3D7_0934000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,340,065..1,341,993(-)	histidine--tRNA ligase, putative	protein coding	PF3D7_0934000	N/A	
PF3D7_0934100	PF3D7_0934100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,343,385..1,346,555(+)	TFIIH basal transcription factor complex helicase XPD subunit	protein coding	PF3D7_0934100	XPD	
PF3D7_0934200	PF3D7_0934200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,346,858..1,347,295(-)	conserved protein, unknown function	protein coding	PF3D7_0934200	N/A	
PF3D7_0934300	PF3D7_0934300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,348,022..1,348,459(+)	ATP synthase-associated protein, putative	protein coding	PF3D7_0934300	N/A	
PF3D7_0934400	PF3D7_0934400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,349,790..1,350,392(+)	AP2 domain transcription factor, putative	protein coding	PF3D7_0934400	ApiAP2	
PF3D7_0934500	PF3D7_0934500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,350,836..1,351,929(-)	V-type proton ATPase subunit E, putative	protein coding	PF3D7_0934500	N/A	
PF3D7_0934600	PF3D7_0934600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,354,581..1,355,495(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0934600	N/A	
PF3D7_0934700	PF3D7_0934700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,357,411..1,359,262(+)	UBX domain-containing protein, putative	protein coding	PF3D7_0934700	N/A	
PF3D7_0934800	PF3D7_0934800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,361,935..1,363,848(+)	cAMP-dependent protein kinase catalytic subunit	protein coding	PF3D7_0934800	PKAc	
PF3D7_0934900	PF3D7_0934900.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,364,256..1,365,999(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0934900	N/A	
PF3D7_0935000	PF3D7_0935000.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,366,569..1,367,150(-)	U2 small nuclear ribonucleoprotein B'', putative	protein coding	PF3D7_0935000	SNRPB2	
PF3D7_0935100	PF3D7_0935100.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,367,396..1,367,614(-)	protein kish, putative	protein coding	PF3D7_0935100	KSH1	
PF3D7_0935200	PF3D7_0935200.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,368,594..1,372,037(-)	vacuolar protein sorting-associated protein 33, putative	protein coding	PF3D7_0935200	VPS33	
PF3D7_0935300	PF3D7_0935300.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,373,018..1,373,722(+)	phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative	protein coding	PF3D7_0935300	N/A	
PF3D7_0935400	PF3D7_0935400.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,377,953..1,379,752(+)	gametocyte development protein 1	protein coding	PF3D7_0935400	GDV1	
PF3D7_0935500	PF3D7_0935500.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,400,800..1,402,052(+)	Plasmodium exported protein, unknown function	protein coding	PF3D7_0935500	GEXP22	
PF3D7_0935600	PF3D7_0935600.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,405,192..1,407,022(+)	gametocytogenesis-implicated protein	protein coding	PF3D7_0935600	GIG	
PF3D7_0935700	PF3D7_0935700.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,409,199..1,410,008(+)	Plasmodium exported protein, unknown function	protein coding	PF3D7_0935700	N/A	
PF3D7_0935800	PF3D7_0935800.1	Plasmodium falciparum 3D7	Pf3D7_09_v3:1,413,840..1,419,754(+)	cytoadherence linked asexual protein 9	protein coding	PF3D7_0935800	CLAG9	
