Gene.ID	Gene.Name.or.Symbol	Product.Description	Antisense.Sporozoite_vs_Oocyst_logFC	Antisense.Sporozoite_vs_Oocyst_test	Antisense.Blood_vs_Oocyst_logFC	Antisense.Blood_vs_Oocyst_test	Sense.Sporozoite_vs_Oocyst_logFC	Sense.Sporozoite_vs_Oocyst_test	Sense.Blood_vs_Oocyst_logFC	Sense.Blood_vs_Oocyst_test
PF3D7_0604300	N/A	conserved Plasmodium protein, unknown function	0.601318075908649	0	2.97682399745106	1	0.708405130089875	0	-2.79240423225069	-1
PF3D7_0511200	SCD	stearoyl-CoA desaturase	1.91829367285398	0	-1.99809908253529	0	2.66517752649813	1	-1.09774938891737	0
PF3D7_1414600	Pgt1	mRNA-capping enzyme subunit alpha	0.478761827060134	0	2.16105933793108	0	-2.47413632876196	-1	1.29623649199209	0
PF3D7_1148100	N/A	non-coding RNA	0.0663434148401221	0	1.73025775153369	0	1.67619009682675	1	-2.11748309245233	-1
PF3D7_1142100	N/A	conserved Plasmodium protein, unknown function	-0.639757771784614	0	-0.0948901812131249	0	1.150259508672	1	0.934290371392524	0
PF3D7_1202600	NEMF	nuclear export mediator factor NEMF, putative	0.331033885333443	0	-0.82758062371469	0	2.91251384171954	1	-1.08868934646513	0
PF3D7_0422300	N/A	alpha tubulin 2	-1.18220222036782	0	3.04860969946032	1	-3.58859960416213	-1	3.04234636660669	1
PF3D7_0107100	N/A	conserved protein, unknown function	0.18628057647714	0	-0.535099373031537	0	2.66688135486877	1	-1.01571639528411	0
PF3D7_1205800	HMGB3	high mobility group protein B3, putative	0.771243077093013	0	-1.17985268193428	0	2.0018313020465	1	-0.312483703068389	0
PF3D7_0907400	ClpY	ATP-dependent protease ATPase subunit ClpY	0.0453950920255619	0	-0.704842606732431	0	2.57156421671804	1	-0.667313084729064	0
PF3D7_1435300	N/A	glutamate synthase [NADH], putative	0.549388752855036	0	-0.390693853151356	0	1.9373711553027	1	-0.854745753194015	0
PF3D7_0415500	CBP20	nuclear cap-binding protein subunit 2, putative	0.232835278677934	0	-1.1960634206467	0	2.49510892331421	1	-0.299932462565538	0
PF3D7_0622800	N/A	leucine--tRNA ligase, putative	0.780503121259501	0	-1.68359024216022	-1	2.67289200122434	1	-0.544401656193426	0
PF3D7_1324300	N/A	conserved Plasmodium membrane protein, unknown function	0.0854636462441998	0	-0.711917850559865	0	1.37095496506089	1	0.478691493077493	0
PF3D7_1005600	N/A	DnaJ protein, putative	0.456564767288235	0	-0.179852681771227	0	1.81339039593324	1	-0.887731894149113	0
PF3D7_1417300	ATG4	cysteine protease ATG4, putative	1.4354998811031	0	-0.721708034880726	0	1.38966583774921	1	-0.952587985869807	0
PF3D7_1347100	TOP3	DNA topoisomerase 3, putative	0.947256928171297	0	-2.38531923234208	-1	1.79731050984959	1	0.791062103416791	0
PF3D7_1225200	N/A	DNA-binding protein, putative	0.025316528996072	0	-0.903582170181382	0	1.63418434148692	1	0.369377959689778	0
PF3D7_1131900	N/A	conserved Plasmodium protein, unknown function	1.82898168592288	0	-0.903582170434873	0	3.48117090299038	1	-3.3005470418606	-1
PF3D7_0728800	N/A	conserved Plasmodium protein, unknown function	-1.75095398210079	0	0.0923075762283214	0	3.47109663389267	1	-0.707952682273444	0
PF3D7_0813500	N/A	PUB domain-containing protein, putative	-0.398681924067477	0	-0.327580623645606	0	1.90128394058787	1	-0.116930123658256	0
PF3D7_1430600	N/A	endonuclease/exonuclease/phosphatase family protein, putative	0.563724327566948	0	2.99828159267212	1	-2.13284968022747	-1	-0.417214127409282	0
PF3D7_0607500	COQ2	4-hydroxybenzoate polyprenyltransferase, putative	-0.0212381727631688	0	2.86210855976749	1	-0.49220662522981	0	-1.38776728285004	0
PF3D7_1366300	N/A	conserved Plasmodium protein, unknown function	-0.956420533375526	0	-0.689160521469249	0	2.07339579074927	1	0.532044067799973	0
PF3D7_1362000	N/A	cytochrome c oxidase subunit ApiCOX24, putative	3.62934659398267	1	0.646185666159845	0	-2.64038434128283	-1	-0.677366442420393	0
PF3D7_0727300	DNMT	DNA (cytosine-5)-methyltransferase	1.27124307718505	0	1.54986312722664	1	-1.96220297071527	-1	0.0639034810959309	0
PF3D7_0703500	N/A	erythrocyte membrane-associated antigen	-0.37145803176696	0	-0.396679270568453	0	1.5870583531936	1	0.0153380672877663	0
PF3D7_1130700	SMC1	structural maintenance of chromosomes protein 1, putative	0.435030405998934	0	1.75738187649595	0	-2.04959834868632	-1	0.691318833560636	0
PF3D7_0506800	TCF25	transcription factor 25, putative	0.123515135065023	0	-1.5350993735172	0	2.5927940695173	1	-0.350674636116793	0
PF3D7_1354000	N/A	conserved Plasmodium protein, unknown function	-0.118427195573668	0	-0.837038053872908	0	1.65981192954031	1	0.118453591143039	0
PF3D7_1018900	N/A	conserved Plasmodium protein, unknown function	-0.606200673857267	0	0.464900626758975	0	-1.28801974066176	0	2.20102407673773	1
PF3D7_1347200	NT1	nucleoside transporter 1	4.17391266194528	1	1.54986312728759	0	-4.6620223608774	-1	-0.299912294008815	0
PF3D7_1123000	N/A	conserved Plasmodium protein, unknown function	0.0500944412822246	0	-1.19026943388819	0	2.07679179351314	1	-0.195570887710257	0
PF3D7_0914500	N/A	conserved Plasmodium protein, unknown function	-0.371458032115623	0	-1.09283798170272	0	1.65975436304121	1	0.518850590070859	0
PF3D7_1468600	N/A	aminophospholipid transporter, putative	-0.0858796816369405	0	-0.514778380863456	0	1.89778156944109	1	-0.622307107974799	0
PF3D7_1019000	N/A	eukaryotic translation initiation factor subunit eIF2A, putative	0.114085621877033	0	-0.596527747216118	0	1.66754380956626	1	-0.544418908198079	0
PF3D7_0408600	SIAP1	sporozoite invasion-associated protein 1	3.46496616495886	1	-0.858095340180367	0	5.10241609512975	1	-7.07209819446437	-1
PF3D7_1472200	HDA1	histone deacetylase, putative	-0.283019151080211	0	-1.21191785086301	0	1.5185599554352	1	0.564626815955939	0
PF3D7_0402300	RH1	reticulocyte binding protein homologue 1	1.65870979956886	1	-2.1960634206467	-1	2.75371992305023	1	-1.68623485438828	-1
PF3D7_0217700	N/A	E2F-associated phosphoprotein, putative	1.47876182677541	0	0.257381876866062	0	-1.67601511654094	-1	0.451834654225514	0
PF3D7_1471900	N/A	conserved Plasmodium protein, unknown function	-0.412689111965134	0	-1.3165674709455	0	1.45218268811663	1	0.730475858722066	0
PF3D7_0710100	N/A	conserved protein, unknown function	-0.898681924313115	0	1.33338342349332	0	-1.83293646338295	-1	1.8288209990499	1
PF3D7_1218400	N/A	triose or hexose phosphate/phosphate translocator, putative	1.7157274214453	1	-1.82758062338264	-1	-0.15617073339168	0	0.682843149129519	0
PF3D7_1323900	N/A	protein BCP1, putative	-1.3783609318994	-1	0.583420224997357	0	1.0367716595285	0	0.128443455688382	0
PF3D7_0409200	SOF1	protein SOF1, putative	-1.50987813509237	-1	1.07517616371786	0	0.159885121780366	0	0.595163197189637	0
PF3D7_1234200	N/A	helicase, putative, pseudogene	-0.0212381729935291	0	-0.403582170434873	0	2.11627791898467	1	-1.3830667783087	0
PF3D7_1429800	N/A	coatomer subunit beta, putative	-0.495004463181569	0	-0.959097826607074	0	1.57774395783963	1	0.176149184298708	0
PF3D7_1362400	Pcalp	calpain	-2.26716472119247	-1	1.00863204707103	0	-1.90037847790333	-1	3.45516787196573	1
PF3D7_1472700	N/A	DNA-directed RNA polymerase, alpha subunit, putative	0.1663174844904	0	-1.7774548866922	-1	1.88206914742353	1	-0.0472576884231559	0
PF3D7_1457400	N/A	conserved Plasmodium protein, unknown function	0.279779834382739	0	-1.74261812268503	-1	1.12927481142361	0	0.520846523730912	0
PF3D7_1474600	VMP1	vacuole membrane protein 1, putative	1.22147524052431	0	1.23911893871013	0	-2.54662371553374	-1	0.255137190507353	0
PF3D7_1337500	N/A	conserved Plasmodium protein, unknown function	-1.39868192437509	-1	1.70725613994782	1	-1.64348801006588	-1	1.49830589087645	1
PF3D7_0928400	N/A	conserved protein, unknown function	-1.87625480622499	-1	0.542229749140842	0	0.850042461844769	0	0.628443455633513	0
PF3D7_0726400	N/A	conserved Plasmodium membrane protein, unknown function	-1.48719786818826	-1	0.648544940579975	0	0.0174557715980868	0	0.930795671081293	0
PF3D7_1437000	N/A	N-acetyltransferase, GNAT family, putative	0.136512739433117	0	-1.48854467135594	-1	2.44585337863892	1	-0.988535961328713	0
PF3D7_0628700	N/A	conserved Plasmodium protein, unknown function	0.380801721705055	0	0.353704416190893	0	1.57700197477099	0	-2.43502608230057	-1
PF3D7_1115900	DHHC9	palmitoyltransferase DHHC9	-2.16393928231896	-1	-1.30035673151113	0	2.64046565820866	1	0.662560823728998	0
PF3D7_1229200	N/A	non-coding RNA	0.469501783123346	0	-2.25749179460651	-1	2.28807077005742	1	-0.693762026942605	0
PF3D7_0810600	DBP1	ATP-dependent RNA helicase DBP1, putative	-0.470549662976638	0	-0.666616576512934	0	1.49222690198513	1	-0.586037270061222	0
PF3D7_1364200	NUP205	nucleoporin NUP205, putative	0.212901587573126	0	-1.68529683985562	-1	1.96981407088453	1	-0.788350548369123	0
PF3D7_1348400	N/A	conserved Plasmodium membrane protein, unknown function	-2.10620067410844	0	0.881345633774662	0	-2.11409334488207	0	3.04438269247054	1
PF3D7_0615300	GWT1	GPI-anchored wall transfer protein 1, putative	-2.14993209442426	-1	3.7060970100965	1	-1.70769614666955	-1	-0.157134894473921	0
PF3D7_1205600	N/A	tetratricopeptide repeat protein, putative	-0.550685017818655	0	2.13161249341177	0	-2.82222438553011	-1	0.925791296661186	0
PF3D7_1328700	N/A	Plasmodium RNA of unknown function RUF1	1.36756561603376	0	-0.353814333671161	0	2.07031179257066	1	-3.53372300886574	-1
PF3D7_0305100	N/A	conserved Plasmodium protein, unknown function	-1.58587968166447	-1	0.485221618822186	0	-0.490257174569543	0	1.0665226289762	0
PF3D7_0822600	SEC23	protein transport protein SEC23	1.84034172413608	1	0.681380330034442	0	-3.94977838358196	-1	0.884335366884206	0
PF3D7_0526300	WDR55	WD repeat-containing protein 55, putative	1.660046866473	1	0.514668463452436	0	-2.1182765075971	-1	-0.600509426361341	0
PF3D7_0616600	N/A	conserved protein, unknown function	0.186280576632438	0	0.822023385489119	0	-1.70559783756265	-1	0.14276828695957	0
PF3D7_1235100	N/A	conserved protein, unknown function	0.101318075642435	0	-1.03509937317444	0	1.7760279903327	1	-1.43325912205673	0
PF3D7_1018600	N/A	tRNA wybutosine-synthesizing protein, putative	-0.0438231580818953	0	-2.38068032549037	-1	1.94236674553857	1	-0.112478453584817	0
PF3D7_0310200	N/A	phd finger protein, putative	0.77905840340319	0	-2.41786674625562	-1	2.14499832067521	1	-1.1493026332812	0
PF3D7_1212900	BDP2	bromodomain protein 2, putative	-0.85745084428998	0	-1.02906295727637	0	1.58151640129432	1	-0.339368790904945	0
PF3D7_1324600	N/A	conserved Plasmodium protein, unknown function	-0.289708665953164	0	-0.967357195336421	0	1.9234174748586	1	-1.31146787048408	0
PF3D7_0321100	N/A	conserved Plasmodium protein, unknown function	-0.828593094988153	0	-0.0499730450446898	0	1.59310276067561	1	-1.40271455775461	0
PF3D7_0422200	N/A	erythrocyte membrane-associated antigen	0.0613961462835668	0	-1.75568616829875	-1	0.745478263039759	0	0.236590397449971	0
PF3D7_1019800	N/A	tRNA methyltransferase, putative	0.213851353834889	0	-2.08353014269916	-1	1.42961504357338	1	-0.308680621135976	0
PF3D7_1448300	N/A	conserved protein, unknown function	-1.76716472126295	-1	0.207614040128607	0	0.854925615574412	0	-0.0586982940802425	0
PF3D7_1229300	N/A	conserved Plasmodium protein, unknown function	-1.37836093219376	0	-1.01477838086346	0	1.66247192367044	1	-0.117178233260733	0
PF3D7_1455800	CCp2	LCCL domain-containing protein	-0.404005546241224	0	-0.201387042621539	0	-2.92352530402096	-1	2.62488587934453	0
PF3D7_0726500	N/A	ubiquitin carboxyl-terminal hydrolase, putative	-1.61738458045217	-1	-0.00787548175673081	0	0.567646531869757	0	0.131772868181807	0
PF3D7_1368400	N/A	ribosomal protein L1, putative	0.847244623984853	0	0.634825628132168	0	-3.39688526287588	-1	0.971470276301464	0
PF3D7_0303200	N/A	HAD superfamily protein, putative	0.110279029805561	0	-1.90358217025994	-1	2.3976688895162	1	-1.61107649583908	0
PF3D7_0608000	DPH7	diphthine methyltransferase, putative	0.771243077235867	0	0.918345924460317	0	-1.78860123774305	-1	-0.927467567735743	0
PF3D7_1020800	DLAT	dihydrolipoamide acyltransferase component E2	4.54674250569414	1	-0.59283798224028	0	-0.650232389369086	0	-4.50253246859518	-1
PF3D7_0906500	N/A	arginase	-1.53242207970057	-1	0.246197970537265	0	-0.74027248658327	0	0.822726100084213	0
PF3D7_1417200	N/A	NOT family protein, putative	-2.18175123738085	-1	-0.31816868645503	0	0.67517440321281	0	0.616487934910018	0
PF3D7_1472100	YIP1	protein transport protein YIP1, putative	-3.05964597174727	-1	0.415132789517538	0	1.05267070146029	0	0.371878578141173	0
PF3D7_0725000	N/A	exonuclease I, putative	0.186280576483564	0	-1.93877683443632	-1	1.31756928253743	0	-0.803467481210536	0
PF3D7_1437200	N/A	ribonucleoside-diphosphate reductase large subunit, putative	-2.23016443085844	-1	0.955346215156434	0	-1.21052559586401	0	1.22475209197222	0
PF3D7_0503400	ADF1	actin-depolymerizing factor 1	0.519992906952553	0	-1.7863495433427	0	2.3251759309836	1	-2.3250823450643	-1
PF3D7_1433700	N/A	conserved Plasmodium protein, unknown function	0.18755918394118	0	-3.37473278580111	-1	2.09308623829664	1	-0.217715383838143	0
PF3D7_0519500	CCR4-1	CCR4 domain-containing protein 1, putative	-0.36717702538586	0	-1.49856764186625	-1	0.866667974626026	0	-0.324116594777512	0
PF3D7_0912000	N/A	conserved Plasmodium protein, unknown function	0.739738178148443	0	-2.38531923289484	-1	1.23243423092975	1	-0.953623226133384	0
PF3D7_1115400	FP3	cysteine proteinase falcipain 3	0.238467692045223	0	-2.05891380464934	-1	1.77938782519752	1	-1.37402275146806	0
PF3D7_0623100	NAB2	nuclear polyadenylated RNA-binding protein NAB2, putative	-0.432239022331807	0	1.37169406433832	0	-1.85210257042235	-1	-0.515209816673726	0
PF3D7_1442900	ARFGEF	Sec7 domain-containing protein ARFGEF, putative	-2.0596459717616	-1	0.0760968370994224	0	0.122139233736971	0	0.431226714214696	0
PF3D7_0908900	N/A	conserved Plasmodium protein, unknown function	-0.0531009718829925	0	-1.36616455432862	0	1.66574149902357	1	-1.68455142827085	-1
PF3D7_1414400	PP1	serine/threonine protein phosphatase PP1	0.6425491557131	0	-1.04363612982042	0	1.02461117528296	0	-2.1014779333262	-1
PF3D7_0317200	CRK4	cdc2-related protein kinase 4	1.25374536673989	0	-1.14159623530193	0	1.38927949107325	0	-2.98070055555339	-1
PF3D7_0822800	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein, putative	-1.10620067354304	0	-1.03509937292679	0	1.35564518892309	1	-0.712000004357606	0
PF3D7_0905100	NUP221	nucleoporin NUP221, putative	-0.383808252655598	0	-1.53509937341002	-1	1.57569330975165	1	-1.2124759461001	0
PF3D7_1228400	N/A	conserved Plasmodium protein, unknown function	0.414537644413553	0	-2.48854467103537	-1	0.915834237936636	0	-0.402690188538619	0
PF3D7_0526000	N/A	RAP protein, putative	-0.199133945931214	0	-2.12803264553575	-1	1.41686877017974	0	-0.670632180249765	0
PF3D7_1445400	CLK1	protein serine/threonine kinase-1	-2.89868192400836	-1	0.588864383343374	0	0.262691938801599	0	0.436823609026235	0
PF3D7_1220200	N/A	conserved Plasmodium protein, unknown function, pseudogene	0.00695365208298693	0	-0.801129082861396	0	1.68745558458521	1	-2.52767389347046	-1
PF3D7_0530300	N/A	conserved Plasmodium membrane protein, unknown function	-1.37836093172413	0	-1.80725963125507	0	-1.20421976668106	0	2.74928250177285	1
PF3D7_1439300	N/A	Sad1/UNC domain-containing protein, putative	-0.569200383179267	0	-1.6590631301422	-1	0.581931982746988	0	-0.0229219581629678	0
PF3D7_1133800	N/A	RNA (uracil-5-)methyltransferase, putative	-2.14993209477775	-1	0.71365045629907	0	-1.22172000753197	0	0.976793438615195	0
PF3D7_0603000	N/A	SDE2 domain-containing protein, putative	0.498614563849809	0	-2.74496244582149	-1	1.6478665493024	0	-1.08811791774813	0
PF3D7_0409100	PRPF31	U4/U6 small nuclear ribonucleoprotein PRP31, putative	-1.46864705482929	0	-0.897545754309301	0	1.6816788736971	1	-1.01753922232569	0
PF3D7_0703600	N/A	conserved protein, unknown function	-0.202523212261918	0	-0.5816540755733	0	-1.55081171732563	-1	0.59381433309286	0
PF3D7_0210200	N/A	conserved Plasmodium protein, unknown function	-1.63564751827753	0	1.72038158656331	0	-3.81992892123661	-1	1.95896762056125	0
PF3D7_1139300	ApiAP2	AP2 domain transcription factor, putative	-2.82490333008931	-1	0.955124227622997	0	-1.59915026203592	-1	1.61788671153531	0
PF3D7_1359000	N/A	conserved Plasmodium protein, unknown function	-0.461112133195456	0	-1.63739317856837	-1	0.716829345483926	0	-0.495259654560708	0
PF3D7_1473900	N/A	conserved Plasmodium protein, unknown function	-0.357450844152157	0	-2.07883079406151	-1	1.15693157573801	0	-0.612648425497149	0
PF3D7_1322100	SET2	histone-lysine N-methyltransferase SET2	-1.87836093157695	-1	-1.01477838114799	0	0.978708485250864	0	-0.0489323022792627	0
PF3D7_1105100	H2B	histone H2B	-1.98997763090468	-1	0.24688074146325	0	-0.356714674989865	0	0.118873994883582	0
PF3D7_1026000	N/A	conserved Plasmodium protein, unknown function	-0.187540996703644	0	-2.6810812047322	-1	1.45110227558615	1	-0.590603131927679	0
PF3D7_0801700	SENP2	sentrin-specific protease 2, putative	0.213504468872776	0	0.429359077555326	0	-2.06036612909481	-1	-0.609340550581941	0
PF3D7_1135900	N/A	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	0.186280576771508	0	0.25738187707555	0	-1.73663416938795	-1	-0.751085584745693	0
PF3D7_1235300	NOT4	CCR4-NOT transcription complex subunit 4, putative	-0.00987813502344137	0	-1.86277528766979	-1	1.3568359536737	0	-1.53006460813922	0
PF3D7_1314200	TERT	telomerase reverse transcriptase	0.118538398210185	0	-3.03227609206786	-1	2.90836645589127	1	-2.0441929529775	-1
PF3D7_1145600	N/A	TMEM65 domain-containing protein, putative	-0.495004463285949	0	-1.82758062385509	-1	0.742289444141158	0	-0.546180894938392	0
PF3D7_0803600	N/A	conserved Plasmodium protein, unknown function	0.744204741047922	0	-2.56213770924733	-1	0.311041205952831	0	-0.627037503695488	0
PF3D7_1228800	N/A	WD repeat-containing protein, putative	-1.77513549345314	-1	-0.250588895292364	0	0.264951390254849	0	-0.420639929334071	0
PF3D7_1360800	FLN	falcilysin	0.332370952228596	0	-2.50020520840341	-1	2.13603948014234	1	-2.15812549240763	-1
PF3D7_1302500	N/A	AAA domain-containing protein, putative	-1.39868192435237	0	0.368578087837746	0	-2.28622244496221	-1	1.10337475971225	0
PF3D7_0807300	RAB18	ras-related protein Rab-18	0.782603115459948	0	0.583420225262997	0	-3.09546963318379	-1	-0.500772957554284	0
PF3D7_0208400	N/A	conserved Plasmodium protein, unknown function	-0.000354407646280031	0	-2.59560707389776	-1	0.945913870785795	0	-0.601455069363259	0
PF3D7_1344700	N/A	conserved Plasmodium protein, unknown function	-0.371458032115623	0	-2.09283798170272	-1	0.316671686569365	0	-0.125517276754217	0
PF3D7_1352000	N/A	GTP-binding protein, putative	-1.69116317446421	-1	-0.120061874101454	0	0.0842898426104748	0	-0.555037468216663	0
PF3D7_0624000	HK	hexokinase	-1.82490333017897	-1	0.0681260654753246	0	0.0746873661997043	0	-0.638272643919491	0
PF3D7_0525100	ACS10	acyl-CoA synthetase	-1.81371942354516	-1	0.0498631271194609	0	-0.854911045202798	0	0.29560901591835	0
PF3D7_0608100	N/A	conserved Plasmodium protein, unknown function	-1.41191802996066	0	-2.13329797946934	-1	2.21593553524738	1	-1.00987088209455	0
PF3D7_1145100	SEC21	coatomer subunit gamma, putative	-2.19116317481769	-1	0.283615586800603	0	-0.668179037574453	0	0.227851048197386	0
PF3D7_0727900	N/A	conserved Plasmodium protein, unknown function	-2.00987813479907	-1	-0.277812786992639	0	-0.139868597135502	0	0.0796340966956421	0
PF3D7_1433900	N/A	protein kinase, putative	-0.632434383730564	0	-2.43877683441013	-1	0.807234071179359	0	-0.0852706945975612	0
PF3D7_1235900	XAB2	pre-mRNA-splicing factor SYF1, putative	0.00195998908559236	0	-2.09315318805565	-1	1.57940832341812	0	-1.86110672364364	0
PF3D7_1411500	N/A	conserved Plasmodium protein, unknown function	0.4053411327484	0	-3.02805195836597	-1	1.7551925946905	1	-1.51938738302639	0
PF3D7_1411800	N/A	conserved Plasmodium protein, unknown function	-0.106200673562781	0	-2.24261812281377	-1	0.590879808087542	0	-0.667250928951249	0
PF3D7_1027000	N/A	conserved Plasmodium protein, unknown function	0.743804913055353	0	-2.45854101627632	-1	0.70219956438132	0	-1.41416491691248	0
PF3D7_1336000	N/A	conserved Plasmodium protein, unknown function	-0.802359385278879	0	-1.73125808470982	-1	1.43152810867725	1	-1.4833047935288	0
PF3D7_0410600	ATRP	armadillo-type repeat protein ATRP	-0.767164721305864	0	-0.988544671146449	0	0.723644821109315	0	-1.58896902006244	-1
PF3D7_1326500	N/A	conserved Plasmodium protein, unknown function	-2.21739688476579	-1	-0.646295584049555	0	-1.43909146244184	0	1.65522366121492	0
PF3D7_0628200	PK4	eukaryotic translation initiation factor 2-alpha kinase	-2.59864722815103	-1	0.425899370622953	0	-0.402306941775535	0	-0.0805014715144168	0
PF3D7_0205900	RPN1	26S proteasome regulatory subunit RPN1, putative	-0.800721819065401	0	1.32014731833492	0	-2.63344454680923	-1	-0.56859871869662	0
PF3D7_0904000	N/A	GTPase-activating protein, putative	-2.26716472153069	-1	0.125864673924126	0	-1.26559890356021	0	0.676213787937032	0
PF3D7_1443100	N/A	conserved Plasmodium protein, unknown function	-1.50987813479907	-1	0.853704415924258	0	-2.2309171205776	-1	0.147320045495599	0
PF3D7_0915400	PFK9	ATP-dependent 6-phosphofructokinase	-3.00987813467658	-1	0.561223165559425	0	-1.2787528434584	0	0.98188776850507	0
PF3D7_0523400	N/A	DnaJ protein, putative	-1.02123817303139	0	-2.03509937310173	-1	1.12818630149537	0	-0.860812558107376	0
PF3D7_1112300	N/A	conserved Plasmodium protein, unknown function	-0.106200673805021	0	1.17241937635439	0	-2.48084658679952	-1	-1.43718823435458	0
PF3D7_0606700	N/A	coatomer alpha subunit, putative	-1.6822022203723	-1	-0.602564163238249	0	-0.453549108398727	0	-0.121750559818538	0
PF3D7_1225000	N/A	conserved Plasmodium protein, unknown function	0.432878138000174	0	-3.57868344468138	-1	1.92779914334441	0	-1.64983707222973	0
PF3D7_1230600	N/A	sun-family protein, putative	1.77124307714984	1	-0.111100919820804	0	-2.32487458364549	-1	-2.28121623135295	-1
PF3D7_1433800	N/A	conserved Plasmodium protein, unknown function	-0.200014175385639	0	-3.07197889263458	-1	1.54933729115827	1	-1.25523976443823	0
PF3D7_0322400	N/A	regulator of initiation factor 2 (eIF2)	0.36366032027138	0	-2.54813052169675	-1	1.5803614509736	1	-2.4414329571236	-1
PF3D7_0206100	SufE	cysteine desulfuration protein SufE	1.63651273966895	0	-0.403582170286126	0	-1.80441143976662	-1	-2.55671071832756	-1
PF3D7_1230700	SEC13	protein transport protein SEC13	-1.89868192459641	-1	0.18729304773524	0	-1.27954246891662	0	-0.237041049596875	0
PF3D7_0104900	N/A	RNase MRP	-0.963141664546483	0	-2.88068032559512	-1	1.08593805356019	0	-0.497674221748632	0
PF3D7_1342400	CK2beta2	casein kinase II beta chain	-0.474683470990843	0	-0.40358217045512	0	-0.57950566287981	0	-1.88193099103894	-1
PF3D7_0704700	PPAT	phosphopantetheine adenylyltransferase, putative	-0.198412959134529	0	-2.56454621758795	-1	0.839194926384274	0	-1.41703847385658	0
PF3D7_0709300	CG2	Cg2 protein	0.151085912645139	0	-1.73125808445633	-1	-1.1518336054926	0	-0.637369265696143	0
PF3D7_0818600	PBLP	BEM46-like protein, putative	1.22343542534691	0	-3.30725963110154	-1	2.92827686808695	1	-4.21722003855253	-1
PF3D7_1206600	RPC2	DNA-directed RNA polymerase III subunit RPC2, putative	-0.813719423418115	0	0.918345924674674	0	-3.43255618943495	-1	-0.0589684828016299	0
PF3D7_1021600	DPA	deoxyribose-phosphate aldolase, putative	-0.898681924313115	0	0.464900626663705	0	-2.24404589105931	-1	-0.709695377785819	0
PF3D7_0934500	N/A	V-type proton ATPase subunit E, putative	-1.33591648310349	0	-1.76481518268162	-1	0.709095596662199	0	-1.01219732590752	0
PF3D7_0515100	ROM9	rhomboid protease ROM9	-1.68220222084421	-1	0.181380330120857	0	-0.247427142848426	0	-1.7352736889719	-1
PF3D7_1127800	N/A	TFIIS central domain-containing protein, putative	0.0342774832951789	0	-2.56454621736065	-1	0.155742894815173	0	-1.11122759056833	0
PF3D7_1119500	N/A	AP-4 complex subunit mu, putative	-1.0257325645924	0	0.0805633998007127	0	-2.66804434437256	-1	0.0783484032717086	0
PF3D7_1119400	N/A	ubiquitin-protein ligase, putative	-2.26716472119045	-1	-0.111100920302783	0	-1.75638809633861	-1	0.566333413835744	0
PF3D7_0318200	RPB1	DNA-directed RNA polymerase II subunit RPB1	-1.77248834345663	-1	-0.964421448837558	0	0.147975216674265	0	-0.996242803933638	0
PF3D7_0602800	JmjC2	JmjC domain-containing protein, putative	-0.424915633730892	0	-2.64629558346035	-1	0.813510731166673	0	-1.35299681630953	0
PF3D7_1020900	ARF1	ADP-ribosylation factor	2.292089551499	1	-1.32758062371469	0	-3.50836726911194	-1	-1.16666183348343	0
PF3D7_1314700	N/A	pinin/SDK/MemA domain-containing protein, putative	-2.31371942328964	-1	-1.74261812267339	-1	1.14376582739606	0	-0.805839227683655	0
PF3D7_0824900	N/A	conserved Plasmodium protein, unknown function	-0.0729649068006291	0	-3.07927266096238	-1	1.88716419983522	1	-2.47135591195045	-1
PF3D7_1118500	NOP56	nucleolar protein 56, putative	0.0435375270436733	0	-2.08151988374679	-1	-0.566909148755987	0	-1.20326363358582	0
PF3D7_0615400	N/A	ribonuclease, putative	-0.179039401383458	0	-1.76890214837591	-1	-0.339458587937955	0	-1.54452714209358	-1
PF3D7_0925400	N/A	protein phosphatase-beta	0.601318075831445	0	-0.488544671470262	0	-3.26501780597725	-1	-0.685009709439124	0
PF3D7_1033600	CEF1	pre-mRNA-splicing factor CEF1, putative	-1.71739688425729	-1	-0.277812786870149	0	-0.963368734276044	0	-0.882734367820277	0
PF3D7_0103900	PIESP15	parasite-infected erythrocyte surface protein	1.28424068132691	0	-1.22962051894541	0	-2.99816965836678	-1	-0.904550827215611	0
PF3D7_1363000	N/A	conserved Plasmodium protein, unknown function	0.776762212971306	0	-3.41587498971817	-1	1.37674795867319	0	-2.60602589603019	-1
PF3D7_0504700	CEP120	centrosomal protein CEP120, putative	-0.772488343277195	0	-1.78634954359619	-1	0.477168516117509	0	-1.85304584801068	-1
PF3D7_1317100	MCM4	DNA replication licensing factor MCM4	-2.37836093170744	-1	0.377357273398683	0	-2.56480558285303	-1	0.586680836969691	0
PF3D7_1108000	N/A	IWS1-like protein, putative	0.110483987382453	0	-2.25564927105161	-1	-0.182655233556051	0	-1.76189285210194	0
PF3D7_0903200	RAB7	ras-related protein RAB7	-0.974683470797624	0	-0.903582170181382	0	-0.25004150233862	0	-2.069839114932	-1
PF3D7_0703900	N/A	conserved Plasmodium membrane protein, unknown function	-0.0330243775654289	0	-3.29271712757769	-1	1.70999231626953	1	-2.75000987882745	-1
PF3D7_1207100	N/A	pre-rRNA-processing protein ESF1, putative	-2.20439928008558	-1	-1.13329797972283	0	-0.250811452493272	0	-0.827244833538769	0
