Gene ID	source_id	Gene Type	Input ID	Gene Name or Symbol	gene_source_id	EC numbers	Curated GO Process IDs	Curated GO Function IDs	Curated GO Component IDs	Genomic Sequence ID	
TGME49_246500	TGME49_246500-t26_1	protein coding gene	50.m03114	N/A	TGME49_246500	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246510	TGME49_246510-t26_1	protein coding gene	50.m03115	N/A	TGME49_246510	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246520	TGME49_246520-t26_1	protein coding gene	50.m00062	N/A	TGME49_246520	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246530	TGME49_246530-t26_1	protein coding gene	50.m03117	N/A	TGME49_246530	2.7.8.5 (CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246540	TGME49_246540-t26_1	protein coding gene	50.m00026	N/A	TGME49_246540	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246550	TGME49_246550-t26_1	protein coding gene	50.m00027	ASP3	TGME49_246550	3.4.23.1 (Pepsin A)	N/A	N/A	GO:0005794	TGME49_chrXII	
TGME49_246560	TGME49_246560-t26_1	protein coding gene	50.m03120	N/A	TGME49_246560	3.6.3.14 (Transferred entry: 7.1.2.2)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246570	TGME49_246570-t26_1	protein coding gene	50.m03121	N/A	TGME49_246570	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246580	TGME49_246580-t26_1	protein coding gene	50.m00028	N/A	TGME49_246580	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246590	TGME49_246590-t26_1	protein coding gene	50.m05614	N/A	TGME49_246590	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246600	TGME49_246600-t26_1	protein coding gene	50.m03123	N/A	TGME49_246600	1.14.13.- (With NADH or NADPH as one donor, and incorporation of one atom of oxygen.)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246610	TGME49_246610-t26_1	protein coding gene	50.m03124	N/A	TGME49_246610	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246620	TGME49_246620-t26_1	protein coding gene	50.m03125	N/A	TGME49_246620	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246630	TGME49_246630-t26_1	protein coding gene	50.m05617	RPA43	TGME49_246630	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246640	TGME49_246640-t26_1	protein coding gene	50.m03127	N/A	TGME49_246640	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246650	TGME49_246650-t26_1	protein coding gene	50.m03128	N/A	TGME49_246650	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246660	TGME49_246660-t26_1	protein coding gene	50.m07136	AP2XII3	TGME49_246660	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246670	TGME49_246670-t26_1	protein coding gene	50.m03129	N/A	TGME49_246670	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246690	TGME49_246690-t26_1	protein coding gene	50.m00029	N/A	TGME49_246690	2.4.1.18 (1,4-alpha-glucan branching enzyme)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246700	TGME49_246700-t26_1	protein coding gene	50.m07135	N/A	TGME49_246700	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246710	TGME49_246710-t26_1	protein coding gene	50.m03131	N/A	TGME49_246710	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246720	TGME49_246720-t26_1	protein coding gene	50.m03132	N/A	TGME49_246720	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246730	TGME49_246730-t26_1	protein coding gene	50.m05615	N/A	TGME49_246730	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246740	TGME49_246740-t26_1	protein coding gene	50.m03133	N/A	TGME49_246740	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246750	TGME49_246750-t26_1	protein coding gene	50.m03134	N/A	TGME49_246750	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246760	TGME49_246760-t26_1	protein coding gene	50.m05616	N/A	TGME49_246760	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246770	TGME49_246770-t26_1	protein coding gene	50.m03135	N/A	TGME49_246770	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246780	TGME49_246780-t26_1	protein coding gene	50.m03136	N/A	TGME49_246780	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246800	TGME49_246800-t26_1	protein coding gene	50.m03138	N/A	TGME49_246800	3.4.19.1 (Acylaminoacyl-peptidase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246910	TGME49_246910-t26_1	protein coding gene	50.m03139	N/A	TGME49_246910	2.1.1.43 (Transferred entry: 2.1.1.354)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246920	TGME49_246920-t26_1	protein coding gene	50.m00003	N/A	TGME49_246920	1.8.1.7 (Glutathione-disulfide reductase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246930	TGME49_246930-t26_1	protein coding gene	50.m03141	CAM1	TGME49_246930	N/A	N/A	N/A	GO:0045177;GO:0070258	TGME49_chrXII	
TGME49_246940	TGME49_246940-t26_1	protein coding gene	50.m03142	N/A	TGME49_246940	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246950	TGME49_246950-t26_1	protein coding gene	50.m03143	N/A	TGME49_246950	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246960	TGME49_246960-t26_1	protein coding gene	50.m03144	N/A	TGME49_246960	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246970	TGME49_246970-t26_1	protein coding gene	50.m03145	N/A	TGME49_246970	3.1.13.5 (Ribonuclease D)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246978	TGME49_246978-t26_1	protein coding gene	50.m03145	N/A	TGME49_246978	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246982	TGME49_246982-t26_1	protein coding gene	50.m03145	N/A	TGME49_246982	2.4.1.- (Hexosyltransferases.)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_246990	TGME49_246990-t26_1	protein coding gene	50.m03146	N/A	TGME49_246990	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247000	TGME49_247000-t26_1	protein coding gene	50.m00031	N/A	TGME49_247000	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247010	TGME49_247010-t26_1	protein coding gene	50.m03148	N/A	TGME49_247010	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247020	TGME49_247020-t26_1	protein coding gene	50.m00032	N/A	TGME49_247020	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247030	TGME49_247030-t26_1	protein coding gene	50.m03150	N/A	TGME49_247030	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247040	TGME49_247040-t26_1	protein coding gene	50.m03151	N/A	TGME49_247040	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247050	TGME49_247050-t26_1	protein coding gene	50.m03152	N/A	TGME49_247050	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247195	TGME49_247195-t26_1	protein coding gene	50.m07132, 50.m07134, 50.m03154	MIC15	TGME49_247195	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247220	TGME49_247220-t26_1	protein coding gene	50.m00060	N/A	TGME49_247220	3.6.1.13 (ADP-ribose diphosphatase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247230	TGME49_247230-t26_1	protein coding gene	50.m00033	N/A	TGME49_247230	1.6.3.1 (NAD(P)H oxidase (H(2)O(2)-forming))	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247240	TGME49_247240-t26_1	protein coding gene	50.m00034	N/A	TGME49_247240	3.4.19.12 (Ubiquitinyl hydrolase 1)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247250	TGME49_247250-t26_1	protein coding gene	50.m00059	N/A	TGME49_247250	2.3.1.48 (Histone acetyltransferase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247260	TGME49_247260-t26_1	protein coding gene	50.m07100	N/A	TGME49_247260	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247270	TGME49_247270-t26_1	protein coding gene	50.m05618	N/A	TGME49_247270	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247280	TGME49_247280-t26_1	protein coding gene	50.m03159	N/A	TGME49_247280	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247290	TGME49_247290-t26_1	protein coding gene	50.m05619	N/A	TGME49_247290	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247300	TGME49_247300-t26_1	protein coding gene	50.m03160	N/A	TGME49_247300	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247310	TGME49_247310-t26_1	protein coding gene	50.m03161	N/A	TGME49_247310	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247320	TGME49_247320-t26_1	protein coding gene	50.m05624	N/A	TGME49_247320	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247330	TGME49_247330-t26_1	protein coding gene	50.m05625	N/A	TGME49_247330	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247340	TGME49_247340-t26_1	protein coding gene	50.m03162	N/A	TGME49_247340	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247350	TGME49_247350-t26_1	protein coding gene	50.m00058	N/A	TGME49_247350	5.3.4.1 (Protein disulfide-isomerase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247360	TGME49_247360-t26_1	protein coding gene	50.m03164	N/A	TGME49_247360	3.1.3.4 (Phosphatidate phosphatase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247370	TGME49_247370-t26_1	protein coding gene	50.m05620	N/A	TGME49_247370	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247380	TGME49_247380-t26_1	protein coding gene	50.m03165	N/A	TGME49_247380	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247390	TGME49_247390-t26_1	protein coding gene	50.m03166	N/A	TGME49_247390	3.6.1.3 (Adenosinetriphosphatase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247400	TGME49_247400-t26_1	protein coding gene	50.m03167	N/A	TGME49_247400	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247410	TGME49_247410-t26_1	protein coding gene	50.m00057	N/A	TGME49_247410	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247420	TGME49_247420-t26_1	protein coding gene	50.m03169	N/A	TGME49_247420	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247440	TGME49_247440-t26_1	protein coding gene	50.m03170	N/A	TGME49_247440	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247450	TGME49_247450-t26_1	protein coding gene	50.m03171	N/A	TGME49_247450	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247460	TGME49_247460-t26_1	protein coding gene	50.m00004	PCNA1	TGME49_247460	N/A	N/A	N/A	GO:0005634	TGME49_chrXII	
TGME49_247470	TGME49_247470-t26_1	protein coding gene	50.m00035	N/A	TGME49_247470	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247485	TGME49_247485-t26_1	protein coding gene	50.m00036, 50.m03175	N/A	TGME49_247485	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247500	TGME49_247500-t26_1	protein coding gene	50.m03176	N/A	TGME49_247500	1.3.3.6 (Acyl-CoA oxidase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247510	TGME49_247510-t26_1	protein coding gene	50.m00005	N/A	TGME49_247510	3.1.3.11 (Fructose-bisphosphatase)	N/A	N/A	GO:0005737	TGME49_chrXII	
TGME49_247530	TGME49_247530-t26_1	protein coding gene	50.m05622	N/A	TGME49_247530	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247540	TGME49_247540-t26_1	protein coding gene	50.m03178	ABCG107	TGME49_247540	3.6.3.28 (Transferred entry: 7.3.2.2)	N/A	N/A	GO:0005886;GO:0020003	TGME49_chrXII	
TGME49_247550	TGME49_247550-t26_1	protein coding gene	50.m00006	HSP60	TGME49_247550	N/A	N/A	N/A	GO:0005739	TGME49_chrXII	
TGME49_247560	TGME49_247560-t26_1	protein coding gene	50.m00037	N/A	TGME49_247560	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247570	TGME49_247570-t26_1	protein coding gene	50.m03181	N/A	TGME49_247570	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247580	TGME49_247580-t26_1	protein coding gene	50.m03182	N/A	TGME49_247580	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247590	TGME49_247590-t26_1	protein coding gene	50.m03183	N/A	TGME49_247590	2.1.1.17 (Phosphatidylethanolamine N-methyltransferase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247600	TGME49_247600-t26_1	protein coding gene	50.m03184	N/A	TGME49_247600	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247610	TGME49_247610-t26_1	protein coding gene	50.m03185	N/A	TGME49_247610	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247620	TGME49_247620-t26_1	protein coding gene	50.m07115	N/A	TGME49_247620	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247630	TGME49_247630-t26_1	protein coding gene	50.m03186	N/A	TGME49_247630	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247640	TGME49_247640-t26_1	protein coding gene	50.m03187	N/A	TGME49_247640	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247648	TGME49_247648-t26_1	protein coding gene	50.m03188	N/A	TGME49_247648	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247652	TGME49_247652-t26_1	protein coding gene	50.m03188	N/A	TGME49_247652	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247660	TGME49_247660-t26_1	protein coding gene	50.m05631	N/A	TGME49_247660	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247670	TGME49_247670-t26_1	protein coding gene	50.m00038	N/A	TGME49_247670	5.1.3.1 (Ribulose-phosphate 3-epimerase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247680	TGME49_247680-t26_1	protein coding gene	50.m03191	N/A	TGME49_247680	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247690	TGME49_247690-t26_1	protein coding gene	50.m03192	N/A	TGME49_247690	3.6.3.1 (Transferred entry: 7.6.2.1)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247700	TGME49_247700-t26_1	protein coding gene	50.m03194	AP2XII4	TGME49_247700	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247710	TGME49_247710-t26_1	protein coding gene	50.m03195	N/A	TGME49_247710	2.7.11.1 (Non-specific serine/threonine protein kinase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247720	TGME49_247720-t26_1	protein coding gene	50.m07097	N/A	TGME49_247720	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247730	TGME49_247730-t26_1	protein coding gene	50.m03196, 50.m03197	AP2XII5	TGME49_247730	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247740	TGME49_247740-t26_1	protein coding gene	50.m03198	N/A	TGME49_247740	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247750	TGME49_247750-t26_1	protein coding gene	50.m05626	N/A	TGME49_247750	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247760	TGME49_247760-t26_1	protein coding gene	50.m00056	N/A	TGME49_247760	6.2.1.3 (Long-chain-fatty-acid--CoA ligase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247770	TGME49_247770-t26_1	protein coding gene	50.m00014	N/A	TGME49_247770	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247780	TGME49_247780-t26_1	protein coding gene	50.m05629	N/A	TGME49_247780	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247790	TGME49_247790-t26_1	protein coding gene	50.m03201	N/A	TGME49_247790	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247850	TGME49_247850-t26_1	protein coding gene	50.m03202	N/A	TGME49_247850	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247920	TGME49_247920-t26_1	protein coding gene	50.m03202	N/A	TGME49_247920	2.1.1.17 (Phosphatidylethanolamine N-methyltransferase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247930	TGME49_247930-t26_1	protein coding gene	50.m00040	N/A	TGME49_247930	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247940	TGME49_247940-t26_1	protein coding gene	50.m03204	N/A	TGME49_247940	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247950	TGME49_247950-t26_1	protein coding gene	50.m05627	N/A	TGME49_247950	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_247970	TGME49_247970-t26_1	protein coding gene	50.m05628	N/A	TGME49_247970	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248100	TGME49_248100-t26_1	protein coding gene	50.m03205	N/A	TGME49_248100	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248110	TGME49_248110-t26_1	protein coding gene	50.m03206	N/A	TGME49_248110	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248120	TGME49_248120-t26_1	protein coding gene	50.m03207	N/A	TGME49_248120	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248130	TGME49_248130-t26_1	protein coding gene	50.m03208	N/A	TGME49_248130	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248140	TGME49_248140-t26_1	protein coding gene	50.m03209	N/A	TGME49_248140	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248150	TGME49_248150-t26_1	protein coding gene	50.m03210	N/A	TGME49_248150	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248160	TGME49_248160-t26_1	protein coding gene	50.m03211	N/A	TGME49_248160	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248170	TGME49_248170-t26_1	protein coding gene	50.m03212	N/A	TGME49_248170	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248180	TGME49_248180-t26_1	protein coding gene	50.m03213	N/A	TGME49_248180	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248190	TGME49_248190-t26_1	protein coding gene	50.m03214	N/A	TGME49_248190	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248200	TGME49_248200-t26_1	protein coding gene	50.m05632	N/A	TGME49_248200	2.1.1.183 (18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248210	TGME49_248210-t26_1	protein coding gene	50.m07096	N/A	TGME49_248210	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248225	TGME49_248225-t26_1	protein coding gene	50.m07116, 50.m03216	N/A	TGME49_248225	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248240	TGME49_248240-t26_1	protein coding gene	50.m03217	N/A	TGME49_248240	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248250	TGME49_248250-t26_1	protein coding gene	50.m05635	N/A	TGME49_248250	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248260	TGME49_248260-t26_1	protein coding gene	50.m03219	N/A	TGME49_248260	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248270	TGME49_248270-t26_1	protein coding gene	50.m03220	N/A	TGME49_248270	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248280	TGME49_248280-t26_1	protein coding gene	50.m07117	N/A	TGME49_248280	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248290	TGME49_248290-t26_1	protein coding gene	50.m03222	N/A	TGME49_248290	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248300	TGME49_248300-t26_1	protein coding gene	50.m03223	N/A	TGME49_248300	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248310	TGME49_248310-t26_1	protein coding gene	50.m03224	N/A	TGME49_248310	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248320	TGME49_248320-t26_1	protein coding gene	50.m03225	N/A	TGME49_248320	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248330	TGME49_248330-t26_1	protein coding gene	50.m03226	N/A	TGME49_248330	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248340	TGME49_248340-t26_1	protein coding gene	50.m00042	N/A	TGME49_248340	N/A	N/A	N/A	GO:0005634	TGME49_chrXII	
TGME49_248350	TGME49_248350-t26_1	protein coding gene	50.m03228	N/A	TGME49_248350	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248360	TGME49_248360-t26_1	protein coding gene	50.m00052	N/A	TGME49_248360	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248370	TGME49_248370-t26_1	protein coding gene	50.m00044	N/A	TGME49_248370	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248380	TGME49_248380-t26_1	protein coding gene	50.m05634	N/A	TGME49_248380	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248390	TGME49_248390-t26_1	protein coding gene	50.m03231	RPL26	TGME49_248390	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248400	TGME49_248400-t26_1	protein coding gene	50.m00015	N/A	TGME49_248400	4.4.1.5 (Lactoylglutathione lyase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248420	TGME49_248420-t26_1	protein coding gene	50.m03233	N/A	TGME49_248420	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248430	TGME49_248430-t26_1	protein coding gene	50.m07118	N/A	TGME49_248430	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248440	TGME49_248440-t26_1	protein coding gene	50.m03234	N/A	TGME49_248440	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248450	TGME49_248450-t26_1	protein coding gene	50.m05636	N/A	TGME49_248450	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248460	TGME49_248460-t26_1	protein coding gene	50.m03235	N/A	TGME49_248460	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248470	TGME49_248470-t26_1	protein coding gene	50.m03236	SUB6	TGME49_248470	3.4.21.66 (Thermitase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248480	TGME49_248480-t26_1	protein coding gene	50.m03237	RPS9	TGME49_248480	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248490	TGME49_248490-t26_1	protein coding gene	50.m03238	N/A	TGME49_248490	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248500	TGME49_248500-t26_1	protein coding gene	50.m03239	N/A	TGME49_248500	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248510	TGME49_248510-t26_1	protein coding gene	50.m05639	N/A	TGME49_248510	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248520	TGME49_248520-t26_1	protein coding gene	50.m07095	N/A	TGME49_248520	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248530	TGME49_248530-t26_1	protein coding gene	50.m03243	N/A	TGME49_248530	2.7.11.1 (Non-specific serine/threonine protein kinase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248540	TGME49_248540-t26_1	protein coding gene	50.m05638	N/A	TGME49_248540	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248550	TGME49_248550-t26_1	protein coding gene	50.m03244	N/A	TGME49_248550	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248570	TGME49_248570-t26_1	protein coding gene	50.m03245	N/A	TGME49_248570	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248590	TGME49_248590-t26_1	protein coding gene	50.m03246	N/A	TGME49_248590	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248600	TGME49_248600-t26_1	protein coding gene	50.m03247	N/A	TGME49_248600	2.6.1.1 (Aspartate transaminase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248610	TGME49_248610-t26_1	protein coding gene	50.m03248	N/A	TGME49_248610	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248620	TGME49_248620-t26_1	protein coding gene	50.m07094	N/A	TGME49_248620	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248630	TGME49_248630-t26_1	protein coding gene	50.m00049	ARP1	TGME49_248630	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248640	TGME49_248640-t26_1	protein coding gene	50.m05637	N/A	TGME49_248640	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248660	TGME49_248660-t26_1	protein coding gene	50.m07093	N/A	TGME49_248660	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248670	TGME49_248670-t26_1	protein coding gene	50.m00007	N/A	TGME49_248670	3.6.1.1 (Inorganic diphosphatase)	N/A	N/A	GO:0045177;GO:0000325;GO:0005886	TGME49_chrXII	
TGME49_248680	TGME49_248680-t26_1	protein coding gene	50.m03252	N/A	TGME49_248680	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248690	TGME49_248690-t26_1	protein coding gene	50.m03253	N/A	TGME49_248690	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248700	TGME49_248700-t26_1	protein coding gene	50.m03254	IMC12	TGME49_248700	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248710	TGME49_248710-t26_1	protein coding gene	50.m05640	N/A	TGME49_248710	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248720	TGME49_248720-t26_1	protein coding gene	50.m03256	N/A	TGME49_248720	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248730	TGME49_248730-t26_1	protein coding gene	50.m05652	N/A	TGME49_248730	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248740	TGME49_248740-t26_1	protein coding gene	50.m05651	N/A	TGME49_248740	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248750	TGME49_248750-t26_1	protein coding gene	50.m05653	N/A	TGME49_248750	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248760	TGME49_248760-t26_1	protein coding gene	50.m03259	SUB7	TGME49_248760	3.4.21.66 (Thermitase)	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248770	TGME49_248770-t26_1	protein coding gene	50.m05650	N/A	TGME49_248770	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248780	TGME49_248780-t26_1	protein coding gene	50.m05641	N/A	TGME49_248780	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248790	TGME49_248790-t26_1	protein coding gene	50.m03260	N/A	TGME49_248790	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248800	TGME49_248800-t26_1	protein coding gene	50.m05642	N/A	TGME49_248800	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248810	TGME49_248810-t26_1	protein coding gene	50.m03261	N/A	TGME49_248810	N/A	N/A	N/A	GO:0005737;GO:0005634	TGME49_chrXII	
TGME49_248820	TGME49_248820-t26_1	protein coding gene	50.m03262	N/A	TGME49_248820	N/A	N/A	N/A	N/A	TGME49_chrXII	
TGME49_248830	TGME49_248830-t26_1	protein coding gene	50.m05649	PIPLC	TGME49_248830	3.1.4.11 (Phosphoinositide phospholipase C)	N/A	N/A	GO:0005886	TGME49_chrXII	
TGME49_248840	TGME49_248840-t26_1	protein coding gene	50.m03264	N/A	TGME49_248840	N/A	N/A	N/A	N/A	TGME49_chrXII	
